SN|Res|FS|Wage|IntInc|Div|AliR|SSInc|RRInc|SchCInc|CapGains|QualDiv|TotInc|STCode|Tax|STFS|TUNO|NTUF|
411083242|4|8|-846038.73|-702040.07|-871575.62|-205773.55|063884.41|144325.12|-035876.32|-600667.14|548271.73|871480.01|31|811662.74|6|4|2|
762301327|1|8|346506.57|400371.56|-456233.14|-551246.58|803227.03|-876820.75|436142.07|227157.40|-443302.53|636706.52|35|081125.06|7|2|1|
556635683|7|4|650724.15|120406.17|723474.12|001377.86|871745.38|-603506.88|-443772.68|523845.02|-732764.66|-417620.82|31|-575630.65|7|1|5|
715815632|0|0|731200.31|-316281.00|-617558.38|013837.30|278622.87|-773057.15|-284583.06|071342.18|-223757.65|-563427.58|73|534175.02|1|7|0|
334811704|7|2|-044535.60|-372224.27|-354004.63|-684485.24|-580388.08|418426.67|-871874.26|036257.60|-512468.16|-676218.87|13|-717786.53|7|0|5|
727310812|7|2|-243642.57|-203554.06|413224.61|-647065.55|-644631.31|842812.10|082433.46|761034.83|-442202.62|012337.57|24|523084.77|6|4|7|
462760778|5|5|-720126.68|-472803.61|-055857.58|371558.80|631210.52|026533.66|-120510.78|360226.15|135132.47|-023152.61|14|-706661.42|5|4|5|
402311013|6|7|-870460.41|-304472.30|-544827.27|532816.74|-713188.70|-673717.24|825403.53|-567335.78|316135.21|-660032.00|86|-083471.60|1|4|0|
262351367|2|5|165035.34|-160441.54|077746.13|482482.84|426320.01|-168711.01|-812432.86|-012387.64|542577.53|-558671.26|05|156417.88|4|4|2|
812288875|5|4|051036.76|472057.35|034385.06|-885314.18|-235023.85|-276002.16|828571.24|602855.26|-240480.31|618624.46|41|304332.02|3|3|2|
725566248|0|0|745050.42|703856.03|724518.43|702805.53|431247.61|113264.37|781458.33|-404530.58|158682.88|-261282.76|15|-276258.17|0|0|8|
678348421|1|5|434531.32|-558804.66|043323.60|-750107.68|122745.35|881852.38|205067.32|-124823.16|-784562.70|557306.67|76|-112830.03|1|5|8|
688845580|0|0|-156276.65|-331182.63|-436824.63|175480.42|-503317.81|-520767.21|-576086.43|731803.68|-717483.72|500382.76|76|-054033.52|3|3|5|
522011568|5|2|522117.13|-866772.40|-417181.43|-460235.66|005356.58|-203371.34|-148508.68|-102260.48|-324726.14|-242720.08|36|145151.51|5|3|2|
845607485|2|6|712688.16|-530286.84|-834531.40|-075600.24|222885.15|410820.17|005328.14|738374.02|728270.04|-060431.58|71|731332.31|2|6|5|
550015448|5|2|-847610.65|862803.82|-800444.75|-756408.53|375502.24|522007.68|-075824.28|861886.01|-612877.88|-707683.34|41|-647752.27|1|7|1|
214742245|2|7|756187.27|-657433.04|-238768.66|-064274.36|-284271.70|403663.70|-068086.53|-327235.34|736408.12|-038231.02|44|304317.88|6|3|0|
742881027|1|8|161458.03|260382.48|558562.77|-228776.44|274044.48|160478.23|206206.45|-832343.11|-737474.70|-176621.20|58|-586216.88|7|5|0|
876730388|8|1|451732.15|-106136.20|-718210.65|-404426.07|400523.42|477278.41|880251.58|-270177.88|-454863.23|303458.17|22|325428.07|4|1|5|
732818165|6|3|-427371.75|-080503.42|465871.60|-484517.52|378123.84|-785511.81|-856320.58|-448626.07|802865.88|-871110.04|65|106445.07|5|6|2|
244128861|7|4|743640.56|-041268.60|638470.74|226317.31|-644215.60|753503.45|218484.18|-022777.43|-422475.42|070524.47|41|017824.08|6|7|5|
277085053|2|4|348014.44|-735236.03|840116.62|-073402.31|880804.55|252040.06|-405176.85|-568281.27|-583215.31|657671.37|68|141203.07|2|4|0|
788553581|3|5|-301287.57|184005.88|-420118.21|-164185.41|404138.28|-423045.87|800037.37|-128340.66|458322.20|-845304.42|43|360633.44|0|7|5|
102488224|4|8|-238375.16|354063.64|516618.83|413377.35|000580.82|-705321.54|201676.84|-431184.74|711214.26|345126.57|25|-313043.17|1|7|5|
252146748|0|1|-158274.80|062838.05|-841012.85|-768608.84|632287.52|658568.75|-707783.13|-216603.75|160474.85|-080301.27|05|-740685.74|7|2|5|
166350221|1|8|185383.62|237527.87|-753777.48|-617745.52|-250436.15|363120.65|531580.61|184285.34|-663245.82|-204772.46|27|486507.53|2|5|2|
053606575|8|5|-400326.04|-483500.63|020160.51|-747222.10|653875.57|-674386.62|721427.85|-337435.87|-630520.32|-160237.35|54|124216.55|6|4|5|
077774827|3|4|-011712.27|-334471.61|800672.06|-712127.03|127142.02|743440.16|-084756.75|614133.14|-503656.28|281461.21|51|538242.83|3|2|7|
673142631|0|2|125126.02|358827.55|-672552.51|555755.88|301283.50|-835558.70|056526.03|280357.73|-062243.47|-688371.34|16|041741.53|1|6|5|
788557207|1|2|110502.33|-456546.25|-345331.44|452784.26|-671812.51|-068668.30|323522.37|576770.55|665532.33|-735528.86|20|883815.76|8|6|3|
177301666|8|4|-553163.40|315043.16|142453.77|663372.75|-723722.42|867221.62|375827.65|-256272.00|-665032.53|-648750.76|37|780751.71|0|0|2|
248458337|5|8|368226.75|012762.48|-602677.02|-018568.70|866731.35|-320886.37|827855.75|-378602.64|215556.75|-550402.03|46|-755587.74|4|2|1|
341861761|7|6|554456.32|-885725.65|022623.17|-826550.18|-144613.85|885317.46|-584247.00|-512326.67|725552.56|-858388.61|71|-652350.53|1|5|4|
116546887|0|2|-400240.73|-811646.06|-276580.27|-867781.45|242557.61|-061720.42|-064154.17|-347584.27|-800612.23|451113.65|31|-333283.01|5|4|6|
581584176|4|0|523553.10|-738461.73|-778554.14|643457.63|-674664.74|074325.53|-550868.65|178747.21|-037636.33|-215720.72|43|-821561.20|7|5|1|
528356205|5|8|406082.46|-655444.74|480842.25|-158173.62|-350824.60|-246160.47|-008774.77|-871302.22|-216222.71|-575162.62|61|-451757.32|0|2|7|
617473676|3|2|778207.32|140744.80|640825.30|057825.65|-357741.21|753046.71|-145138.78|-554177.56|155684.85|-210188.72|13|164122.14|6|7|2|
270775500|6|4|265375.41|-008486.38|-588458.32|124802.01|248203.70|870147.32|-041140.88|860644.33|538856.17|435374.76|53|324676.71|0|8|5|
273612104|6|8|-705317.12|728257.27|012238.41|-445160.70|567321.70|773817.14|-773038.28|465127.72|662648.02|-228572.85|74|640876.18|5|5|3|
182526674|6|3|230386.44|-566152.55|575143.04|173220.51|072004.75|242006.04|-783277.08|505364.37|874684.50|018162.07|63|568205.62|3|6|2|
045777706|3|0|-607550.56|004671.13|-645085.30|-431373.56|-408432.26|-546613.35|646663.25|538337.84|-078468.51|-535114.06|48|-637082.46|8|7|1|
747463254|5|7|855246.62|054841.50|257641.02|366855.07|-474034.06|-154040.06|206757.88|-605716.43|-218822.34|-674100.15|48|-753228.83|3|3|6|
575868502|5|5|377618.15|632038.18|571234.30|-367627.46|-002638.61|350076.50|-080714.71|117352.25|-144347.02|-330368.24|80|-512078.82|6|5|0|
548611750|6|6|-131807.80|-305062.50|281232.85|288530.11|683528.67|838718.70|714553.67|-836242.56|467056.53|650127.42|11|-455018.63|1|8|7|
017636414|2|2|182080.88|-736707.46|-843155.02|-005081.02|-482857.26|-185342.02|258346.15|121011.20|081222.53|-227173.40|86|-023216.36|1|4|8|
747617064|1|2|614180.83|-362733.07|232626.73|-068228.06|080360.33|-387167.62|180880.32|564181.56|-217572.62|-417701.21|75|-361203.40|6|1|2|
405748138|4|0|831861.43|066202.83|512635.72|552173.58|820878.67|-462757.01|222723.58|-273278.26|-370735.07|378638.30|43|-883070.38|7|6|8|
377407770|1|8|-784374.51|646412.56|-803848.78|681787.82|-482368.51|-778628.55|247528.77|227000.55|542017.18|-171750.15|85|153533.01|7|0|4|
770125240|7|2|-333770.24|-402868.20|-355501.66|511282.50|-364652.23|-768536.20|-044303.12|-660521.86|311352.37|-237220.17|05|072415.16|8|7|8|
870647455|0|8|-466488.04|140332.03|635234.07|-581704.15|-058012.26|-277221.67|-236860.67|221750.84|444181.71|476175.78|06|-176201.68|7|0|1|
654434684|3|4|830380.87|718262.24|702628.80|268736.80|-581674.15|-386531.63|655758.65|-545218.67|-487842.82|628352.06|75|768102.84|4|7|5|
143753711|5|7|666618.24|017146.63|711017.77|233441.76|-027544.88|-077103.36|-461501.62|802402.87|867874.03|773834.46|60|-125000.42|5|6|4|
461216714|0|5|284438.65|512761.20|805682.46|817084.64|-153800.71|-777840.50|-448882.77|025516.61|531040.38|387477.14|70|-626561.53|6|0|8|
078835028|0|8|682484.81|-614840.36|-867117.01|581087.54|750665.33|702753.57|-838635.02|170676.46|-341700.23|360458.77|74|-465144.64|1|0|2|
358375588|7|4|556032.63|-511082.74|387886.44|801447.36|150127.07|-436854.47|-743456.07|411560.12|-856204.38|103553.00|05|737811.83|6|7|5|
154387338|8|7|513754.33|-740255.64|634708.30|-846678.42|506282.58|608358.33|-762353.62|502470.36|548262.34|018223.88|63|164734.17|7|5|4|
885107272|8|1|163504.72|672860.00|-713365.51|750125.50|-208563.68|-353437.14|725217.28|841233.37|-168332.67|838528.40|57|-175007.27|6|5|8|
342832244|8|4|218571.56|-175288.22|-282763.82|686450.58|-056633.02|-867727.10|238041.76|-022001.26|733813.21|-714256.76|32|852566.65|3|8|5|
038508237|2|2|-864523.42|801745.20|113771.56|-122132.42|-105335.76|544225.88|066347.21|058732.58|512751.43|387878.08|82|-680166.11|2|0|6|
083856672|4|0|532118.82|-444085.61|-847862.05|581728.56|-338103.52|682536.36|078804.68|-221471.24|103442.82|-218427.31|47|618055.77|3|2|1|
288158038|6|2|-556416.24|-163886.44|-363256.50|-604518.10|417228.71|412775.81|-845055.63|-050366.23|021047.62|140136.88|64|-600744.88|8|0|1|
444300442|5|0|557650.44|-115507.40|537377.74|033087.48|-451462.83|463224.60|137718.18|848510.45|675327.11|-362678.55|61|454181.30|1|8|1|
245541372|5|2|376531.70|-110487.86|311256.28|235116.25|371267.25|-842242.36|731744.28|310126.88|-401710.67|-024546.28|57|-418314.14|8|3|2|
762336802|5|2|-353812.68|-847471.87|-606151.34|604885.87|035882.51|-838121.54|-542282.51|-185113.53|-452113.70|-441535.46|70|278275.76|7|4|4|
282740128|0|5|146354.17|-482017.56|533172.66|-030013.24|-080217.61|-571221.83|750830.00|-100415.70|044713.13|437243.51|83|034114.81|4|6|7|
662513660|8|5|248536.58|-277251.01|775055.68|718182.70|757675.63|518735.03|-204754.83|-310760.88|-822528.48|-777103.44|75|323801.72|3|5|2|
503605581|6|6|-344872.32|121024.48|017015.40|221348.16|834848.22|634322.74|456000.54|-275448.62|401278.56|-774702.58|07|-248032.34|7|5|7|
728545831|1|7|-063653.60|-245386.30|703785.03|752735.71|054657.45|718266.40|-272714.06|576773.55|668747.21|143766.73|34|001448.53|5|2|3|
535606781|8|6|535234.02|-058024.80|623781.63|-870226.03|-452068.02|-423051.60|-438582.65|-747762.86|182336.88|-034302.47|35|040775.20|1|6|4|
746358844|8|3|334741.28|622222.03|-721137.84|-465318.18|125204.62|548118.50|326631.07|-826862.64|334412.67|-184535.52|03|-807026.84|6|3|3|
018054788|0|1|203452.53|-118761.28|486883.58|367764.07|-524286.25|804208.70|-533272.40|745250.15|-682715.52|-646464.73|62|077738.28|7|7|2|
735327151|6|5|385813.52|434161.32|-052157.22|-168822.77|-346071.42|310617.60|-283367.05|-672678.67|-641372.02|443402.20|88|641161.70|5|4|0|
750875522|6|2|-840048.37|584320.45|211606.70|730007.03|-422672.46|668244.26|671424.44|828870.52|-371420.41|836203.63|25|-040075.57|3|2|7|
411216255|3|1|580288.55|-587451.62|-218075.66|-483021.61|110005.56|-156568.22|-881600.78|837207.55|078123.33|855257.75|70|281882.55|5|8|3|
658278578|2|6|-623848.66|-780832.47|687670.64|613815.35|-572106.63|-278672.67|578303.56|257058.02|421743.77|037645.81|85|-226368.51|7|5|6|
310834072|3|6|-532027.40|488704.57|-654464.32|258055.81|153572.41|650721.78|684561.17|-261507.33|376216.23|-456771.38|40|-752372.68|3|7|6|
830575286|4|8|-474042.35|578632.76|664055.07|627274.74|-112560.67|874341.16|-647064.62|168122.27|-083123.51|016231.51|08|-636271.75|5|2|0|
612743675|1|8|430487.45|-158013.61|-165227.80|823215.17|245151.21|-673834.50|576701.51|-488356.67|-585205.12|735127.12|21|-823615.54|1|6|3|
805482175|4|6|-041505.02|866113.60|-831763.02|-688852.60|-610060.70|-603266.55|400135.07|-333288.18|-827535.02|218117.35|27|751301.48|6|3|2|
562141075|5|1|-600332.12|-682720.26|645882.66|663541.88|-633624.06|-773354.70|-600012.72|-374848.28|875005.00|-338673.11|45|-660134.37|5|5|1|
665645531|6|8|-324058.35|370316.48|651450.71|-676302.76|421630.83|481052.26|-865017.03|-650502.12|-631842.85|-275662.27|26|631424.15|2|8|7|
863678262|5|6|-505316.02|074372.78|701674.06|-471268.13|-185764.13|-761314.20|-344066.34|-762205.34|-520377.12|128870.24|45|748048.87|3|8|5|
362020070|5|6|-825020.32|413555.78|867885.05|-511251.68|683118.66|113272.42|461324.77|531881.55|-150645.41|-454580.36|81|-224446.22|7|3|8|
616073311|2|2|071047.42|-850368.52|-181057.45|568103.47|-055033.50|-744808.34|061027.45|-671844.07|-120006.05|-144651.30|08|164076.08|0|0|0|
362563322|8|5|835834.57|-083056.06|617258.83|-384766.27|442428.72|-174073.87|-650880.22|404425.55|-746550.53|-618385.80|05|610864.68|0|5|3|
374105231|4|5|173523.82|-868858.80|202544.13|650521.68|577601.27|372432.66|145830.74|-314553.55|055313.07|868273.06|33|652504.71|8|2|1|
754556601|1|8|380558.77|-604552.00|473005.01|376171.06|338318.47|-227118.82|631081.18|375310.57|176672.43|-355014.61|84|846561.13|2|3|3|
087520078|1|0|-220377.00|-171081.13|628546.88|-781554.70|518862.24|342551.50|-104536.61|-028250.42|-280301.54|-354120.60|84|-181870.81|2|5|4|
266736528|3|5|884586.01|318426.08|861381.85|-078418.70|837544.00|233318.34|282607.65|-084033.82|-068560.65|-717020.04|02|377604.03|4|3|6|
252103364|3|3|-142718.25|223543.84|316047.00|-458830.30|-174257.34|-777538.86|-710130.05|-842757.50|-565016.08|-738474.70|82|-240604.38|2|4|8|
861760254|6|2|-317058.27|-502465.64|758440.27|-075703.16|481206.01|-367141.87|882555.40|-231748.53|652805.28|400451.82|88|-104151.43|8|1|2|
360733325|2|2|432800.61|555617.24|277211.80|-454570.67|-343584.52|070414.67|-520334.23|835317.46|-048357.46|654876.62|36|-171575.78|7|3|6|
701810060|2|4|-268664.22|-661204.40|875022.01|-640363.75|-334373.44|102113.10|186683.16|666768.74|-885200.88|-681730.66|40|-610253.88|1|0|4|
657552222|7|1|-007245.73|102015.21|-601885.83|518531.33|-065351.45|520481.00|565007.88|362633.77|-105676.84|301481.18|50|787573.66|5|2|3|
446600686|8|5|818433.11|-560865.46|514573.43|-461250.44|-656274.08|820036.42|-812641.38|024502.02|503574.41|616082.05|75|860280.83|5|0|4|
708746076|1|5|853551.34|658088.52|182014.28|-636627.48|213263.17|-741371.34|-806014.52|-322285.32|020230.06|363487.60|22|-074828.71|0|6|4|
038665320|3|7|717871.12|-646812.62|-117428.57|432431.41|655408.02|625728.88|-668157.55|-635771.56|-703550.06|-110335.20|16|260804.12|0|7|8|
775530344|1|1|121732.87|-634324.48|440623.25|-328310.70|055264.74|240744.83|201033.42|-802537.23|-436732.81|-333880.75|87|042761.06|8|0|1|
325841036|8|0|-530325.33|771582.64|734200.67|333103.26|-052662.07|-528450.77|-105483.38|261568.82|312880.32|-255363.74|25|532320.43|2|2|1|
016300220|2|7|568482.04|881371.26|-442506.24|081646.43|-123487.33|728350.25|-516481.58|263568.66|-468271.72|-035314.07|36|272684.36|8|7|4|
774010321|7|3|-008311.63|-886827.35|622406.44|723371.03|-373067.78|836523.40|-778228.48|071287.52|-786843.32|-042438.58|65|-557640.06|0|1|7|
633826760|5|4|-138553.20|371351.75|-001107.14|700624.73|372077.28|681038.53|012170.74|-828322.30|-140341.87|263405.64|03|-257362.16|6|6|4|
826266565|0|2|008431.20|-633610.64|555438.82|-533470.06|-647270.48|002515.80|446837.40|-582268.47|126144.37|-388524.81|46|003784.55|1|5|0|
861563006|2|0|-408288.06|-674636.88|865864.78|753332.45|-237247.51|478488.24|-820163.41|674755.63|052386.73|-202306.13|61|-582754.01|3|6|1|
508447201|3|1|753336.41|-817476.24|738237.58|-463204.63|-164583.33|075251.10|-164114.88|084667.75|124137.32|-813152.54|81|-650514.12|3|6|8|
844827550|0|3|233468.88|-011435.47|-227058.28|-138378.61|672525.32|-788821.34|-711881.87|-481261.13|-557820.34|-156425.56|15|384111.53|2|1|2|
126037341|0|4|556705.66|676426.62|005073.60|465680.07|645000.41|-341406.17|847015.28|118346.21|-111680.12|-371011.41|52|-837616.36|4|2|1|
721660256|5|8|-336264.32|-370316.32|-285687.37|485407.41|755021.88|-053263.27|006663.02|308715.37|786348.07|031843.14|88|-352413.44|0|6|1|
227157806|6|7|-284605.44|-512818.11|-007448.36|-101128.58|-486460.05|-211888.36|-671322.70|315150.73|370878.57|418755.14|87|758520.80|8|7|0|
418787561|1|0|-868434.34|-025325.23|122584.65|-743241.55|-383642.26|637703.62|-243205.25|067625.13|028414.76|800214.11|33|462886.66|7|5|1|
560514205|6|8|-132660.25|-811520.50|-004566.01|-335720.45|-566341.85|733601.58|-016672.58|-724480.72|027060.17|742111.22|22|-154507.31|6|7|7|
566603635|4|7|244062.47|-338770.61|471581.88|205870.61|648743.57|-000000.04|-552853.53|218216.76|564520.17|-223215.15|45|582433.57|0|3|8|
300458665|1|4|526305.52|461536.44|-374786.45|-572860.48|-174105.75|-725152.33|-573071.78|757521.66|172230.61|758748.77|24|-666265.44|6|1|8|
878070528|3|8|-045452.68|-514287.18|648755.80|808210.04|344837.15|-318883.62|-041782.86|281806.78|-381072.30|-867254.10|02|265770.46|5|6|3|
423836078|7|0|-538083.83|660021.52|-560524.00|773163.45|082012.52|602364.86|204028.35|-245126.78|-120575.81|-724516.46|86|-748144.54|1|5|3|
081622364|3|7|-308673.15|141348.33|-866006.50|-768226.43|-757358.23|-124837.01|-254844.87|001712.86|335533.63|-168067.40|72|646373.78|7|1|2|
457533657|0|3|235061.51|270165.42|-457746.04|-480847.35|814280.08|431688.58|011254.50|161817.18|-134806.53|-807331.50|20|333000.88|2|8|7|
260482824|4|7|318280.28|378000.44|-013706.33|-567131.63|-055182.03|836808.74|715371.87|-324086.54|-222284.23|-820808.47|37|-642868.08|1|0|7|
647267731|4|2|676262.35|668336.53|-641852.62|-718607.15|-218733.21|071840.78|037181.67|-001745.28|-450871.41|-318823.82|57|-017208.50|2|0|2|
168164230|3|3|-656665.16|488537.86|333612.40|-786064.75|-112017.15|112407.52|-366173.03|-182738.56|634763.46|853201.28|07|-237843.81|3|8|6|
477330843|7|7|072367.38|-357368.60|-053438.03|-243336.08|305411.53|-251605.27|-277124.83|558812.40|-025521.38|087105.56|32|648044.58|3|2|1|
386341501|2|2|-660668.35|268000.68|-600453.20|762834.22|-106226.16|-580182.66|671867.82|-273140.47|328581.63|-268512.73|85|887370.82|3|5|3|
271873625|0|2|552727.86|151708.15|-646563.42|-542805.75|-358331.38|-626220.38|-300083.15|-037138.57|-534028.63|026673.76|08|253486.74|8|8|8|
771113872|1|5|338777.20|-303310.03|-424075.63|152127.01|-442402.62|-887641.16|-672682.52|-181500.20|-315668.22|-108417.10|67|271486.57|7|6|5|
236845634|5|6|-347888.37|-464537.30|-283763.57|143630.62|-712882.51|-555421.00|-341237.66|-248204.60|430610.43|824448.00|57|-413087.06|3|1|5|
028456377|1|2|654445.63|008735.72|461624.54|845331.50|077130.34|347320.45|118578.27|516128.40|-647084.78|221020.78|10|-813222.41|0|1|3|
211200635|1|5|628463.26|822443.55|-550012.63|853852.43|-082166.67|-778744.03|-630813.62|-088026.07|245710.04|-201385.14|54|-647186.88|0|2|8|
848774552|5|3|-827138.08|300713.28|332823.20|327674.64|175453.21|-586034.74|445561.22|831215.14|-362151.51|473224.44|60|-061134.01|3|7|3|
213701406|7|8|-422543.44|-083002.64|-476465.01|170878.73|-866145.81|-087083.75|-810661.30|743632.23|-761437.37|-736006.81|03|-177824.08|7|1|1|
702266501|6|1|-263737.88|744787.83|523133.58|308643.48|810714.34|-542057.67|066684.43|651625.61|157851.17|-048873.20|20|873235.08|0|3|3|
247827586|3|2|441443.35|-643352.57|145018.64|660378.11|-042774.36|-520232.76|460317.47|-543401.22|356016.81|-062587.51|35|433331.15|0|4|1|
724366338|1|3|-187747.02|245616.68|225710.66|-702328.22|751370.37|468511.60|125185.32|-284316.07|584521.65|227283.47|10|848133.80|0|7|3|
854550785|2|5|114580.27|-448450.61|-786112.57|-531523.35|416832.36|607250.12|072308.53|-418576.71|682142.34|002861.43|54|-032352.74|3|0|6|
108880745|0|0|031681.75|-321088.33|-403561.15|-520176.75|526335.15|814525.18|684242.07|-423724.00|367233.38|-557322.15|05|686347.51|2|7|1|
303232667|1|7|-225065.34|-771318.32|-370007.82|-516174.77|504760.30|-648758.32|-407567.63|-026537.12|318030.85|-823658.15|83|-810742.10|7|6|6|
526765663|0|5|-211881.23|567167.46|366438.30|702462.78|-502322.25|-176363.45|-448085.10|-565764.81|015876.54|820130.13|04|-688234.11|8|0|2|
106144024|7|0|-422027.38|-246040.73|763545.22|803448.35|-174626.58|255226.71|122470.57|-822503.15|-744447.75|-547161.35|04|405835.81|1|4|4|
100774174|3|5|-457812.37|642116.12|808731.84|-714330.14|-870003.53|-365376.21|075243.81|446528.45|742058.85|223305.00|36|-712312.42|6|1|8|
284503828|1|5|626117.71|466036.37|041684.12|074775.08|201762.45|556012.55|707341.28|-733053.28|185681.62|-806861.24|66|706376.21|3|3|7|
487712207|1|7|454408.07|-078247.82|157231.13|684230.36|806703.60|040781.20|-604403.26|-502437.41|347335.03|-383524.10|78|075064.55|3|5|7|
267362406|6|2|-123701.33|-538032.58|842444.70|-432331.85|-065010.84|-232606.43|580441.11|-185170.35|288253.78|451152.84|21|-580127.60|6|4|8|
031152632|4|7|-545108.58|-557254.35|838841.52|457715.41|706715.64|503725.26|-372625.71|476025.07|504044.52|-211412.06|63|-248552.77|7|3|5|
834311365|8|1|-266143.45|315466.22|-853067.24|651324.28|-652802.30|541034.45|600365.80|-465673.46|-604728.48|715612.01|18|430227.33|6|6|4|
175233128|3|1|807278.85|123666.80|125420.15|507652.61|164116.14|-373174.62|327022.41|802020.53|-816043.78|184570.04|08|-658158.82|5|2|2|
603604833|1|1|-313405.67|-406332.82|730188.27|725568.38|-575830.24|-154418.08|581351.37|348474.31|231855.21|-518135.38|87|-458477.33|6|3|7|
481374120|3|3|766564.57|-642472.18|-181074.02|345325.28|184000.10|686601.62|680212.58|554716.06|548238.27|034887.74|25|571723.11|0|1|2|
513034630|2|3|-125683.20|-475366.42|-632882.61|306734.51|-313538.11|-374647.07|518571.53|457122.08|-182275.57|-004273.44|85|003120.12|2|6|7|
352508813|1|4|301144.76|644182.72|772263.65|-070678.30|462862.18|-864467.30|-263468.17|-660453.73|474142.05|404738.26|31|-725352.02|7|8|1|
786224877|7|2|-368661.56|086713.34|278556.18|-742586.00|085606.02|-363036.71|507405.08|358285.22|574603.67|385132.10|10|-072418.23|8|8|0|
383713650|2|7|752501.54|214825.68|-606744.31|-003675.36|533630.24|727764.60|-864675.01|254710.26|641375.21|571074.78|23|-218121.87|0|8|5|
080684264|7|1|030022.71|-465084.35|336285.45|-105344.75|-580153.10|-002116.33|500083.45|-487327.44|-717645.51|-245804.35|64|780382.01|4|4|8|
161508613|8|1|036425.25|177316.50|-317164.64|-373184.76|-530615.02|-052708.61|603881.17|-035645.52|-300873.08|-237135.17|50|-112530.57|0|0|5|
602012045|1|4|-101314.44|-348250.36|-184444.01|712113.86|507673.60|604526.76|-444024.78|-780205.80|-632207.53|537254.23|23|-023611.63|0|1|4|
055853034|4|8|310772.81|-128271.30|-587156.67|-105173.27|-611741.44|-205475.67|734231.60|588300.05|-025711.26|-556748.83|62|-768637.26|2|5|1|
517785844|8|6|480740.58|250625.68|871756.52|-143372.40|-870018.56|-504350.10|-557405.56|-360806.08|707518.34|-350760.34|02|-017814.38|5|5|1|
236046124|1|8|464031.78|445616.41|655870.78|044403.38|472751.62|-607723.26|-847217.83|-652231.68|311888.81|743582.03|62|-286832.63|1|2|1|
784047643|3|2|-156012.75|-347007.65|-151125.88|874014.37|-868774.63|-642347.48|-608818.66|142702.08|221373.54|667188.65|71|-580381.52|6|6|2|
011816082|3|2|780672.46|-654408.88|-881626.85|-472277.63|-668131.75|604337.68|-568355.83|-714811.31|734828.67|548081.88|53|-431356.70|4|2|5|
646144704|5|8|515685.06|254630.11|405522.45|-546546.52|-702575.68|-727163.40|385687.05|-105260.00|727752.55|-143072.84|41|430125.38|3|1|4|
432186117|3|6|806213.61|850855.71|-185865.03|-086144.02|-245155.43|-783357.64|856068.62|755870.27|-287773.13|120262.57|22|376321.75|5|7|3|
050852510|5|2|-320312.35|-236647.30|-608382.84|-505004.83|-463252.20|160344.82|-130504.60|-305143.50|267022.52|-537331.78|35|-877352.04|6|1|5|
220014744|7|2|823876.84|300722.22|-024204.04|-267482.61|-408041.11|-081858.21|875854.64|002766.74|-624044.10|410112.10|27|624611.08|6|3|2|
253006386|8|8|-501765.30|-366304.33|-135128.33|-617663.25|760116.08|346875.11|-168705.43|-342504.14|-816034.37|257041.04|48|521401.31|1|0|2|
647658006|3|5|022662.55|-123375.23|-811787.15|280721.88|-704071.87|677776.52|052138.24|116466.12|700811.57|-781515.88|74|513274.33|1|4|4|
337311717|8|6|518144.12|021411.27|678733.16|-323623.55|-010458.11|026601.50|-355150.10|062002.46|878157.55|710255.50|06|-886243.44|7|1|7|
071555703|5|3|-434554.22|-570354.20|023751.48|-224537.52|-674414.37|-115434.35|-237227.04|155685.85|833102.26|853713.42|88|-724343.08|5|0|1|
841821863|3|0|486317.51|652766.26|-320542.60|-052047.37|-826446.01|-672816.21|-712540.07|-376880.02|-528820.07|701382.70|35|200308.78|5|3|8|
822624748|5|3|-242406.44|416653.34|038838.82|-720530.54|-810428.70|358577.18|363785.53|-818348.71|-643875.70|-301634.27|22|-251654.40|6|6|5|
147074328|3|5|785571.72|-062578.84|-030023.30|-784348.16|-383585.08|740637.76|-532646.03|583025.25|-424081.68|266401.16|52|-231523.42|6|8|8|
260743105|4|5|076203.17|847415.66|744528.14|427277.06|887881.85|-170402.78|005004.32|-522845.80|184602.51|-078276.04|10|684450.22|1|5|2|
375421422|0|7|580283.84|380133.45|322261.63|772560.25|474835.44|725336.54|-815325.12|-383471.81|247526.88|-812176.03|17|837804.68|2|1|5|
221116275|5|3|-532522.81|812512.34|486625.77|-663345.04|350814.48|-678060.65|-215443.14|131562.23|-204732.48|-180476.70|64|-504223.34|5|0|6|
786640112|1|8|-583013.40|284878.47|227548.31|810451.73|407823.47|-327165.36|-888062.12|825723.57|-044383.87|605175.01|84|336220.03|1|1|7|
318673872|7|4|507042.53|-263210.26|808447.08|577526.87|073413.25|763531.36|-671843.71|845221.60|517076.63|-527650.72|82|-413014.41|2|6|4|
752312188|7|7|571684.63|-588000.21|445015.74|162887.26|482484.63|605231.58|854057.65|138060.16|776350.64|058716.31|24|-706740.72|3|6|4|
756225168|4|7|445058.67|013353.44|170038.45|-400612.76|134574.08|-854114.55|-287206.06|-613545.15|-201364.58|-828166.82|54|-052600.50|7|6|3|
003614743|0|8|246706.86|020676.27|880018.25|486587.48|873254.72|-573523.80|056548.30|515861.51|344718.20|-173387.88|10|-673576.74|6|5|7|
463102347|8|7|-423264.17|080525.75|-872512.33|-235435.35|-426358.14|-033184.53|-821132.05|316272.45|832238.78|780254.11|66|-140240.54|5|7|7|
125808851|5|8|483185.85|-310651.58|464471.57|406437.32|-454127.05|-744741.70|-581021.71|771051.01|262055.36|-138060.55|11|-742406.72|5|6|4|
